,byear,sex,ret_age,education,init_wage,pension,bal_rrsp,bal_tfsa,bal_other_reg,bal_unreg,cont_rate_rrsp,cont_rate_tfsa,cont_rate_other_reg,cont_rate_unreg,withdrawal_rrsp,withdrawal_tfsa,withdrawal_other_reg,withdrawal_unreg,replacement_rate_db,rate_employee_db,income_previous_db,init_dc,rate_employee_dc,rate_employer_dc,s_byear,s_sex,s_ret_age,s_education,s_init_wage,s_pension,s_bal_rrsp,s_bal_tfsa,s_bal_other_reg,s_bal_unreg,s_cont_rate_rrsp,s_cont_rate_tfsa,s_cont_rate_other_reg,s_cont_rate_unreg,s_withdrawal_rrsp,s_withdrawal_tfsa,s_withdrawal_other_reg,s_withdrawal_unreg,s_replacement_rate_db,s_rate_employee_db,s_income_previous_db,s_init_dc,s_rate_employee_dc,s_rate_employer_dc,weight,couple,prov,first_residence,second_residence,price_first_residence,price_second_residence,business,price_business,mix_bonds,mix_bills,mix_equity,fee,fee_equity,credit_card,personal_loan,student_loan,car_loan,credit_line,first_mortgage,second_mortgage,other_debt,credit_card_payment,personal_loan_payment,student_loan_payment,car_loan_payment,credit_line_payment,first_mortgage_payment,second_mortgage_payment,other_debt_payment,claim_age_cpp,s_claim_age_cpp,cap_gains_unreg,s_cap_gains_unreg,realized_losses_unreg,s_realized_losses_unreg,init_room_rrsp,init_room_tfsa,s_init_room_rrsp,s_init_room_tfsa
10,1974.0,male,60.0,post-secondary,30000.0,,,2208.9552238805973,18000.0,,,0.008955223880597015,0.0,,,0.0,0.0,,,,,160000.0,0.06,0.06,1983.0,female,65.0,university,50000.0,,750000.0,40.0,,,0.0,0.0016666666666666668,,,0.0,0.0,,,,,,,,,1,True,on,500000.0,,500000.0,,,,0.0,0.0,0.0,0.0,0.0,,6000.0,,,,80000.0,,,,100.0,,,,2400.0,,,70.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
11,1979.0,male,70.0,university,10000.0,,26331.360946745568,50000.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,830000.0,,830000.0,,,,0.020869565217391303,0.5391304347826087,0.44,0.0066521739130434784,0.002252173913043478,200.0,,,,15000.0,500000.0,,,200.0,,,,200.0,3000.0,,,65.0,,0,,0,,0,0,,
12,1977.0,female,65.0,university,68000.0,,45000.0,,20000.0,0.0,0.0035714285714285718,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,600000.0,,600000.0,,,,0.0,1.0,0.0,0.006153846153846155,0.0,6000.0,25000.0,,32000.0,,300000.0,,,200.0,700.0,,700.0,,1600.0,,,65.0,,0,,0,,0,0,,
13,1981.0,male,70.0,post-secondary,125000.0,,442857.1428571429,29279.279279279282,1400.0,20000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,1964.0,female,65.0,high school,43000.0,,10909.09090909091,,,0.0,0.01818181818181818,,,0.0,0.0,,,0.0,,,,,,,1,True,on,450000.0,,450000.0,,,,0.0,1.0,0.0,0.0047126436781609205,0.0,,7000.0,5000.0,,,,,,,0.0,300.0,,,,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
14,1963.0,female,67.0,university,45000.0,,,,,4394.53125,,,,0.09375,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.28235294117647064,0.14705882352941174,0.5705882352941176,0.012401960784313729,0.007441176470588234,,,,,,,,,,,,,,,,,65.0,,0,,0,,0,0,,
15,1955.0,female,70.0,university,48000.0,,,,,,,,,,,,,,,,,,,,1968.0,male,65.0,post-secondary,117000.0,,15000.0,20000.0,,,0.02,0.0,,,0.0,0.0,,,0.7,0.08,,50000.0,0.0,0.0,1,True,on,,,,,,,0.0,1.0,0.0,0.01,0.0,6000.0,,21000.0,,,,,,359.0,,400.0,,,,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
16,1958.0,female,67.0,university,63000.0,,,2631.578947368421,150000.0,350000.0,,0.005263157894736842,0.0,0.0,,0.0,0.0,0.0,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,,,,,0.0,0.0,0.0,0.946236559139785,0.053763440860215055,0.004838709677419355,0.00026881720430107527,8000.0,,,,,,,,1500.0,,,,,,,,65.0,,0,,0,,0,0,,
17,1989.0,male,65.0,high school,74000.0,,100000.0,,,,0.03,,,,0.0,,,,0.7,0.05,,20000.0,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.12121212121212123,0.696969696969697,0.18181818181818185,0.009090909090909092,0.002727272727272727,5000.0,,,,,,,,200.0,,,,,,,,65.0,,0,,0,,0,0,,
18,1987.0,male,65.0,university,57000.0,,1102.5641025641023,2171.4285714285706,,,0.01282051282051282,0.0,,,0.0,0.0,,,0.68,0.05,,10000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,480000.0,,480000.0,,,,0.0,1.0,0.0,0.01,0.0,2000.0,,,,,190000.0,,,200.0,,,,,900.0,,,65.0,,0,,0,,0,0,,
19,1990.0,female,60.0,university,84000.0,,150000.0,12000.0,,340.0,0.0375,0.0,,0.0,0.0,0.0,,0.0,0.64,0.03,,,,,1984.0,male,54.0,university,100000.0,,,520.0,,,,0.0,,,,0.0,,,,,0.0,,,,1,True,on,,,,,,,0.0,1.0,0.0,0.0005118110236220473,0.0,,,,,,,,,,,,,,,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
20,1991.0,female,65.0,post-secondary,98750.0,,10830.76923076923,45500.0,,1500.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,1961.0,male,69.0,university,125000.0,,52000.0,,,1923.0769230769229,0.0,,,0.0,0.0,,,0.0,,,,,,,1,True,on,,,,,,,0.22702702702702704,0.4324324324324325,0.3405405405405405,0.010675675675675676,0.005108108108108108,5000.0,,,23000.0,,,,,250.0,,,314.0,,,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
21,1961.0,female,65.0,high school,44000.0,,90000.0,,,,0.05384615384615385,,,,0.0,,,,0.7,0.05,,,,,1964.0,male,70.0,post-secondary,40000.0,,223076.9230769231,29279.279279279282,1500.0,,0.10256410256410256,0.0,0.0,,0.0,0.0,0.0,,,,,,,,1,True,on,390000.0,,390000.0,,0.0,0.0,0.0,1.0,0.0,0.01,0.0,2000.0,,,11000.0,70000.0,135000.0,,,150.0,,,500.0,250.0,250.0,,,70.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
22,1988.0,female,70.0,university,30000.0,,,1406.7796610169491,62500.0,,,0.0,0.0,,,703.3898305084746,0.0,,,,,,,,1954.0,male,68.0,university,84000.0,,80000.0,2641.509433962264,,,0.030769230769230767,0.05660377358490566,,,0.0,0.0,,,,,,,,,1,True,qc,,,,,,,0.9210526315789472,0.07894736842105263,0.0,0.019144736842105263,0.0,2000.0,,,,,,,,2000.0,,,,,,,,67.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
23,1979.0,male,50.0,university,120000.0,,106666.66666666669,,,670.1030927835051,0.0,,,0.0,0.0,,,0.0,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.0,1.0,0.0,0.01,0.0,800.0,,,,,,,,800.0,,,,,,,,60.0,,0,,0,,0,0,,
24,1970.0,female,65.0,university,20000.0,,2500.0,,,,0.011111111111111113,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.0,1.0,0.0,0.01,0.0,,,,,600.0,,,,,,,,50.0,,,,60.0,,0,,0,,0,0,,
25,1982.0,male,58.0,post-secondary,60000.0,,4266.666666666667,80.0,,0.0,0.02,0.0,,0.0,0.0,0.0,,0.0,0.44,0.05,,20000.0,0.02,0.04,1963.0,female,62.0,post-secondary,95000.0,,5700.0,3000.0,,,0.0,0.02926829268292683,,,0.0,0.0,,,0.7,0.09,25000.0,10000.0,0.04,0.04,1,True,qc,315000.0,,315000.0,,,,0.2773246329526917,0.004893964110929853,0.7177814029363785,0.018401305057096248,0.01402936378466558,,,,,,289000.0,,,,,,,,1500.0,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
26,1958.0,female,70.0,post-secondary,74000.0,,,40000.0,,,,0.0,,,,0.0,,,,,,21000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,,,,,,,0.0,0.2857142857142857,0.7142857142857143,0.006428571428571429,0.0035714285714285718,,,,,,,,,,,,,,,,,65.0,,0,,0,,0,0,,
27,1970.0,male,61.0,university,90000.0,,20000.0,2000.0,,,0.09090909090909093,0.0,,,0.0,0.0,,,,,,,,,1975.0,female,65.0,less than high school,35000.0,,3000.0,36000.0,,,0.0,0.0,,,0.0,0.0,,,0.7,0.03,,,,,1,True,on,,,,,,,0.22000000000000006,0.45,0.33,0.01259090909090909,0.00495,,,,6000.0,,,,,,,,800.0,,,,,68.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
28,1962.0,male,65.0,university,12417.0,,39344.26229508197,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,97000.0,,97000.0,,,,0.0,0.0,0.0,0.0,0.0,30000.0,,,,,96000.0,,,1000.0,,,,,644.0,,,60.0,,0,,0,,0,0,,
29,1986.0,male,65.0,high school,110000.0,,2074.074074074074,1000.0,,,0.0,0.0,,,0.0,0.0,,,0.66,0.05,,1500.0,0.09,0.09,1980.0,female,57.0,post-secondary,10000.0,,80645.16129032258,5333.333333333333,,,0.13440860215053765,0.0,,,0.0,533.3333333333334,,,0.7,0.035,,55000.0,0.04,0.02,1,True,on,320000.0,,320000.0,,0.0,0.0,0.0,1.0,0.0,0.01,0.0,,80000.0,,,,200000.0,,,,1500.0,,,,1230.0,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
30,1980.0,female,65.0,post-secondary,50000.0,10000.0,50000.0,,,711.4079102715466,0.075,,,0.009223730814639905,0.0,,,0.0,,,,,,,1965.0,male,65.0,post-secondary,26000.0,,6000.0,6000.0,,,0.014634146341463415,0.0,,,0.0,0.0,,,,,,,,,1,True,on,,,,,750000.0,750000.0,0.4,0.0,0.6,0.015,0.009000000000000001,1000.0,,,10000.0,,,,,500.0,,,250.0,,,,,70.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
31,1975.0,male,65.0,post-secondary,70000.0,,18000.0,3500.0,,,0.061224489795918366,0.0,,,0.0,0.0,,,,,,7000.0,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,250000.0,,250000.0,,,,0.0,1.0,0.0,0.01,0.0,300.0,,,,,,,,100.0,,,,,,,,60.0,,0,,0,,0,0,,
32,1962.0,male,65.0,post-secondary,55000.0,,151685.39325842698,,,,0.16853932584269662,,,,0.0,,,,,,,270000.0,0.0,0.12,1974.0,female,55.0,university,46401.0,35000.0,0.0,,26000.0,,0.0,,0.0,,0.0,,0.0,,,,18000.0,,,,1,True,on,130000.0,,130000.0,,,,0.0,1.0,0.0,0.006078431372549021,0.0,123.0,,,,9000.0,,,,123.0,,,,2400.0,,,,70.0,67.0,0,0.0,0,0.0,0,0,0.0,0.0
33,1959.0,male,67.0,university,38000.0,,100000.0,12000.0,,,0.12307692307692307,0.0,,,0.0,0.0,,,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,0.0,0.0,0.0,1.0,0.0,0.01,0.0,700.0,30000.0,,90000.0,,,,300.0,50.0,700.0,,1600.0,,,,45.0,65.0,,0,,0,,0,0,,
34,1960.0,male,70.0,high school,110000.0,,4000.0,1780.5755395683457,4216.666666666666,,0.011627906976744186,0.017985611510791366,0.013999999999999999,,0.0,0.0,0.0,,0.24,0.05,,150000.0,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,65.0,,0,,0,,0,0,,
35,1979.0,male,65.0,post-secondary,65000.0,,,,23000.0,4000.0,,,0.08333333333333333,0.0,,,0.0,0.0,0.52,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,,,,,60000.0,60000.0,0.2253521126760564,0.4366197183098591,0.3380281690140845,0.010704225352112677,0.0050704225352112674,500.0,,,,30000.0,,,,500.0,,,,200.0,,,,65.0,,0,,0,,0,0,,
36,1987.0,female,65.0,university,68000.0,,12000.0,2706.148148148148,,,0.0375,0.011555555555555557,,,0.0,0.0,,,,,,,,,1981.0,male,70.0,university,56000.0,,,83333.33333333334,,,,0.0,,,,0.0,,,,,,,,,1,True,on,,,,,,,0.0,1.0,0.0,0.01,0.0,,,,30000.0,,,,,,,,600.0,,,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
37,1976.0,male,65.0,post-secondary,71000.0,,30215.827338129497,32051.28205128205,,3055.555555555556,0.0035971223021582736,0.01282051282051282,,0.0,0.0,0.0,,0.0,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,315000.0,,315000.0,,,,0.3500643500643501,0.08622908622908622,0.5637065637065637,0.013963963963963962,0.008185328185328184,,,,,,200000.0,,,,,,,,1100.0,,,60.0,,0,,0,,0,0,,
38,1975.0,female,65.0,university,98000.0,,40000.0,,,,0.0,,,,0.0,,,,,,,,,,1984.0,male,65.0,university,30000.0,,,26756.756756756757,,,,0.027027027027027032,,,,0.0,,,0.7,0.07,,,,,1,True,on,85000.0,,85000.0,,,,0.0,0.0,0.0,0.0,0.0,,,,36000.0,23000.0,,,,,,,400.0,400.0,,,,70.0,68.0,0,0.0,0,0.0,0,0,0.0,0.0
39,1970.0,female,60.0,university,130000.0,1500.0,,,2000.0,,,,0.0,,,,0.0,,,,,,,,1962.0,male,65.0,university,46000.0,,,1076.923076923077,,4965.517241379311,,0.007692307692307694,,0.0,,0.0,,0.0,,,,,,,1,True,on,225000.0,,225000.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,500.0,180000.0,,,,,,,20.0,1100.0,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
40,1972.0,female,65.0,university,14000.0,,10000.0,101351.35135135136,,,0.0,0.0,,,0.0,0.0,,,,,,150000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.0,1.0,0.0,0.0075,0.0,,,,,19000.0,,,,,,,,300.0,,,,68.0,,0,,0,,0,0,,
41,1973.0,female,65.0,university,125000.0,,20000.0,24107.142857142862,,110000.0,0.0,0.028571428571428567,,0.0,500.0,0.0,,0.0,,,,25000.0,0.02,0.02,1967.0,male,70.0,university,190000.0,,50000.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,1,True,on,,,,,,,0.07567567567567568,0.8108108108108109,0.11351351351351352,0.010945945945945949,0.0017027027027027026,7500.0,10000.0,,,,,,,260.0,100.0,,,,,,,63.0,66.0,0,0.0,0,0.0,0,0,0.0,0.0
42,1956.0,male,65.0,university,83000.0,,7000.0,20000.0,,,0.0,0.0,,,0.0,0.0,,,0.53,0.0,,2000.0,0.02,0.02,1987.0,female,65.0,post-secondary,75000.0,,,23000.0,40000.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,1,True,on,400000.0,,400000.0,,,,0.0,1.0,0.0,0.00411764705882353,0.0,,,,,,20000.0,,,,,,,,2200.0,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
43,1986.0,male,65.0,post-secondary,45000.0,,27777.777777777777,100.0,,10000.0,0.05185185185185185,0.0,,0.02083333333333333,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,1000000.0,,1000000.0,,,,0.14634146341463414,0.6341463414634146,0.2195121951219512,0.00902439024390244,0.003292682926829268,600.0,,,,,,,,600.0,,,,,,,,70.0,,0,,0,,0,0,,
44,1960.0,male,63.0,university,35000.0,,35000.0,,,,0.0,,,,0.0,,,,,,22000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,500000.0,,500000.0,,,,0.0,1.0,0.0,0.0,0.0,,,,300.0,,,,,,,,230.0,,,,,61.0,,0,,0,,0,0,,
45,1988.0,male,65.0,post-secondary,160000.0,,110000.0,25000.0,,2727.272727272727,0.10256410256410256,0.0,,0.01818181818181818,0.0,0.0,,0.0,0.7,0.02,,,,,1964.0,female,57.0,high school,40000.0,,65625.0,,,1331.7073170731708,0.03125,,,0.0024390243902439024,0.0,,,0.0,,,,,,,1,True,qc,360000.0,,360000.0,,,,0.0,0.0,0.0,0.0,0.0,35000.0,,,,,280000.0,,,1000.0,,,,,1700.0,,,62.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
46,1989.0,female,65.0,university,120000.0,,,21132.075471698114,,,,0.02830188679245283,,,,0.0,,,,,,7000.0,0.09,0.09,1967.0,male,60.0,university,47500.0,,,8140.350877192984,55000.0,0.0,,0.03508771929824561,0.0,0.0,,0.0,1200.0,0.0,,,,,,,1,True,on,40000.0,,40000.0,,,,0.0,1.0,0.0,0.0,0.0,,,20000.0,,,,,,,,500.0,,,,,,65.0,67.0,0,0.0,0,0.0,0,0,0.0,0.0
47,1959.0,male,70.0,university,37000.0,,399760.1439136518,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,535000.0,,535000.0,,,,0.0,0.0,1.0,0.005,0.005,,,,12000.0,,34000.0,,,,,,400.0,,1600.0,,,70.0,,0,,0,,0,0,,
48,1961.0,male,62.0,post-secondary,125000.0,,7346.938775510203,,,,0.0,,,,0.0,,,,0.7,0.06,,20000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,155000.0,,155000.0,,,,0.3975757575757576,0.006060606060606061,0.5963636363636363,0.014969696969696968,0.008945454545454545,,,,,,115000.0,,,,,,,,600.0,,,65.0,,0,,0,,0,0,,
49,1967.0,male,65.0,university,55000.0,,,80818.96551724139,,,,0.047413793103448267,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,550000.0,,550000.0,,,,0.0,1.0,0.0,0.01,0.0,,,,,3000.0,,,,,,,,300.0,,,,60.0,,0,,0,,0,0,,
50,1977.0,male,63.0,post-secondary,70000.0,,57954.545454545456,1333.3333333333333,,,0.0,0.0013333333333333333,,,0.0,0.0,,,0.7,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,160000.0,,160000.0,,0.0,0.0,0.17777777777777778,0.2222222222222222,0.6,0.015,0.010111111111111109,,,,,,,,,,,,,,,,,60.0,,0,,0,,0,0,,
51,1981.0,female,65.0,post-secondary,60000.0,,676.7676767676768,7868.852459016392,,,0.0,0.0,,,0.0,0.0,,,,,,12000.0,0.09,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,0.0,0.0,0.06511627906976745,0.8372093023255814,0.09767441860465116,0.010813953488372094,0.0014651162790697675,,,,,,,,,,,,,,,,,60.0,,0,,0,,0,0,,
52,1993.0,male,65.0,university,80000.0,,,981.3084112149533,,350000.0,,0.018691588785046728,,0.0,,0.0,,0.0,0.7,0.03,,,,,1993.0,female,65.0,university,20000.0,,25365.853658536587,266.9491525423729,17306.930693069306,,0.0,0.0,0.023762376237623763,,0.0,0.0,0.0,,0.7,0.05,,,,,1,True,on,427000.0,,427000.0,,,,0.0,1.0,0.0,0.0075,0.0,,30000.0,,,,190000.0,,,,600.0,,,,1000.0,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
53,1970.0,female,65.0,high school,30000.0,,10000.0,,,10416.666666666666,0.0,,,0.0,0.0,,,0.0,0.34,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,750000.0,,750000.0,,,,0.21212121212121213,0.4696969696969697,0.3181818181818182,0.010795454545454544,0.004772727272727272,,,30000.0,,,,,,,,100.0,,,,,,65.0,,0,,0,,0,0,,
54,1971.0,male,65.0,university,30000.0,,50000.0,35000.0,,364.8648648648648,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,143000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,300000.0,,300000.0,,,,0.0,0.0,0.0,0.0,0.0,4500.0,,,,10000.0,100000.0,,,250.0,,,,500.0,0.0,,,60.0,,0,,0,,0,0,,
55,1962.0,female,65.0,post-secondary,70000.0,,0.0,,,320000.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,275000.0,,275000.0,,,,0.4,0.0,0.6,0.02,0.012,25000.0,,,,,200000.0,,,700.0,,,,,0.0,,,65.0,,0,,0,,0,0,,
56,1979.0,male,65.0,post-secondary,65000.0,,,39096.77419354839,,10.0,,0.03225806451612903,,0.0,,0.0,,0.0,,,,,,,1964.0,female,57.0,post-secondary,78000.0,,,31.11111111111111,,2917.6470588235293,,0.0011111111111111113,,0.0,,0.0,,0.0,0.6,0.05,,,,,1,True,on,240000.0,,240000.0,,,,0.0,1.0,0.0,0.006875,0.0,,,,,,,,,,,,,,,,,70.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
57,1993.0,male,54.0,post-secondary,55000.0,,10.0,413.79310344827593,160256.41025641028,20000.0,0.0,0.0017241379310344827,0.0,0.015189873417721518,0.0,0.0,0.0,0.0,0.7,0.05,,70000.0,0.0,0.04,1981.0,female,65.0,post-secondary,28000.0,,,,,,,,,,,,,,,,,370000.0,0.06,0.06,1,True,on,,,,,,,0.0,1.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
58,1973.0,male,65.0,post-secondary,42500.0,,12000.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,700000.0,,700000.0,,,,0.001536098310291859,0.9984639016897082,0.0,0.004254992319508449,0.0,,,,,,310000.0,,,,,,,,1900.0,,,62.0,,0,,0,,0,0,,
